age,income,loan_amount,credit_score,employment_years,debt_to_income_ratio,overdue_times,loan_term,has_house,has_car,default
34,151775.9,122759.78,673,7,0.403,3,36,0,1,1
23,148109.83,128924.92,727,1,0.652,3,48,1,1,0
36,88455.47,92457.3,676,8,0.893,3,12,0,1,1
42,188339.28,173132.41,692,15,0.662,0,36,0,0,0
24,110138.96,98638.04,606,0,0.434,5,48,1,0,1
33,154607.1,102378.13,606,7,0.541,2,36,1,0,0
27,124652.94,19576.21,764,0,0.144,1,48,1,1,0
41,100739.06,133390.29,714,13,0.591,4,36,1,1,0
49,70990.54,42388.14,573,24,0.3,1,60,1,1,1
59,102181.77,19501.21,675,38,0.127,0,12,1,1,0
36,159360.28,52600.27,458,12,0.262,1,12,1,0,1
55,86798.03,59755.98,611,33,0.293,1,36,0,1,0
29,132970.64,67176.76,742,8,0.192,3,36,0,1,0
52,67021.51,88976.56,649,28,0.916,2,48,0,1,1
43,154976.11,140393.48,670,20,0.75,1,24,0,1,0
51,125595.74,10000.0,404,30,0.05,1,24,0,1,1
51,63516.19,38943.03,627,27,0.429,1,48,0,1,1
42,98636.19,95600.02,689,15,0.806,1,24,0,0,0
31,165901.32,125946.63,700,8,0.279,1,48,1,1,0
42,61909.9,115909.95,742,18,0.95,3,48,1,0,0
54,67377.9,19912.76,642,33,0.157,3,12,1,0,0
59,105738.71,149096.43,646,38,0.95,0,48,0,1,1
58,284930.0,232247.84,547,36,0.611,2,60,0,1,1
28,80606.93,103895.04,643,2,0.95,6,48,1,0,1
44,136335.4,100181.39,553,16,0.499,4,12,1,0,1
25,122646.43,59376.32,503,0,0.236,1,36,0,1,0
47,83676.72,80561.52,568,19,0.587,3,60,0,0,1
60,117302.34,142162.69,788,32,0.712,1,36,0,1,0
23,89185.56,74038.79,637,0,0.623,1,24,1,0,1
47,92872.96,50369.59,679,23,0.5,3,24,0,1,0
58,51659.41,67809.88,616,28,0.82,2,48,0,1,1
54,107904.7,70439.26,508,22,0.479,5,48,1,1,1
36,163503.89,139286.7,740,9,0.389,1,60,0,1,0
25,111953.8,69199.84,475,0,0.429,3,60,0,0,1
57,178211.89,210491.07,613,35,0.93,1,24,0,1,1
57,141654.65,69378.3,655,26,0.396,0,36,1,1,0
44,106213.49,73910.8,680,17,0.65,2,12,0,1,0
60,82243.0,10000.0,598,37,0.115,0,12,1,1,0
21,87656.52,110121.95,504,0,0.828,4,12,0,0,1
45,56289.89,62522.21,592,16,0.95,3,60,0,1,1
22,96743.12,55566.65,596,0,0.455,4,24,1,0,1
58,116506.16,118018.93,594,34,0.673,2,36,0,1,0
48,236083.18,91961.37,742,23,0.143,0,36,1,0,0
57,138377.97,90697.03,557,25,0.614,2,24,1,1,0
43,73925.69,108006.69,686,17,0.95,1,36,0,0,0
24,57084.29,10176.48,673,3,0.118,3,12,0,0,0
22,99414.33,78562.04,742,0,0.44,1,36,0,1,0
34,157203.12,60206.79,649,12,0.16,1,36,1,1,0
50,98787.13,20799.91,727,21,0.081,3,48,0,1,0
27,139231.44,117183.24,645,0,0.7,3,48,0,1,0
55,100558.36,65182.42,697,24,0.386,1,60,1,0,0
30,150640.31,203017.45,532,2,0.927,4,36,0,1,1
40,53169.16,51785.89,436,10,0.517,5,24,0,0,1
29,224556.35,164860.02,692,3,0.527,3,36,1,1,0
39,66130.31,56490.42,697,11,0.688,2,60,0,0,0
39,155932.66,169930.1,700,17,0.95,1,24,1,0,1
21,96521.13,67837.46,615,0,0.455,2,24,0,1,0
43,103557.0,81076.19,787,16,0.415,1,60,0,0,0
52,97880.65,10000.0,621,31,0.05,4,60,0,1,0
58,122396.62,113421.76,696,31,0.799,3,24,0,1,0
34,134039.0,144616.55,711,5,0.93,0,48,0,0,0
56,175652.46,10000.0,806,31,0.05,0,36,1,1,0
56,205577.22,97377.71,633,29,0.225,2,36,1,1,0
60,126667.36,57538.58,604,36,0.343,3,36,0,1,0
35,235897.67,135082.27,533,11,0.46,2,60,1,1,1
55,113759.02,93500.4,792,33,0.644,4,24,1,0,0
43,177167.02,56592.01,696,19,0.125,2,48,1,1,0
23,132312.77,130126.82,699,0,0.925,1,12,0,1,0
31,85208.62,56988.66,850,0,0.453,1,48,0,1,0
47,118368.2,94797.34,688,19,0.573,3,48,0,1,0
27,136820.8,102404.54,549,0,0.282,1,48,0,1,1
38,107528.46,107882.04,643,10,0.358,2,60,0,1,1
51,131371.63,100427.02,577,25,0.326,1,48,0,1,1
26,161040.85,110598.29,626,0,0.401,1,48,1,1,0
40,107956.33,107740.03,626,12,0.915,3,24,0,0,1
29,50000.0,96194.92,610,0,0.95,2,60,1,1,1
42,232169.17,168326.92,542,17,0.688,4,36,0,1,1
30,95423.85,61066.82,795,3,0.485,2,36,0,1,0
59,75321.73,53466.44,685,33,0.291,0,36,1,1,0
24,65785.21,10000.0,641,0,0.117,1,36,0,0,0
59,93769.91,128753.1,724,35,0.95,2,36,0,1,0
52,84690.9,60490.84,700,31,0.63,2,36,0,0,0
55,78303.36,63244.25,683,29,0.546,2,24,1,0,0
55,80261.33,127256.31,718,26,0.789,2,60,0,1,0
28,138466.58,108843.1,671,0,0.621,3,60,1,0,1
58,272028.89,198870.8,717,26,0.586,2,36,1,1,0
44,157827.39,103764.98,724,23,0.433,1,60,1,1,0
59,180804.06,166722.23,674,29,0.375,3,36,1,1,0
56,92057.21,57228.16,641,26,0.372,3,36,0,0,0
44,114359.17,32573.58,790,18,0.243,2,60,1,1,0
35,132179.63,69142.83,619,11,0.278,2,48,0,1,0
25,81080.6,97744.26,693,0,0.95,4,48,0,0,0
25,90077.12,70666.91,695,0,0.394,2,36,0,1,0
36,160259.3,118917.45,608,5,0.406,4,36,0,1,0
53,178194.64,79777.33,591,25,0.247,1,12,0,1,0
41,112457.95,116361.1,630,14,0.446,0,60,0,1,0
40,63715.25,74950.39,618,12,0.66,4,24,0,1,0
30,95509.75,121499.37,536,9,0.95,5,36,0,0,1
43,57033.89,52357.13,605,15,0.542,3,12,0,0,1
46,112852.97,97431.73,683,25,0.457,0,48,0,1,0
60,122385.53,87608.71,768,28,0.552,1,36,1,1,0
50,96585.15,147872.82,707,19,0.95,2,48,0,0,0
45,121633.79,113679.34,439,18,0.572,4,36,0,0,1
57,131610.96,161588.03,715,32,0.95,0,24,0,1,0
37,122465.9,52091.93,613,8,0.246,3,12,0,1,0
58,63532.79,22624.27,699,30,0.241,3,24,0,0,0
35,97346.4,46787.9,659,6,0.177,1,48,1,0,0
26,131193.6,69428.96,644,0,0.293,2,60,0,0,0
37,221997.26,219546.11,651,14,0.487,2,36,1,1,0
26,96532.34,66177.89,658,5,0.604,5,36,0,0,0
25,139787.42,97885.36,774,1,0.254,1,24,1,1,0
56,161970.32,161746.85,658,29,0.769,1,60,0,1,0
52,99859.31,55161.01,752,26,0.444,3,60,1,0,0
29,182916.22,93586.97,740,2,0.281,0,48,0,1,0
54,187395.8,111611.94,717,30,0.3,0,12,0,0,0
23,203043.01,179185.71,508,0,0.396,1,36,0,1,1
32,134093.75,132135.1,755,7,0.509,0,60,0,1,0
49,315546.63,107568.71,621,18,0.306,0,24,1,1,0
33,82712.22,76469.92,721,8,0.348,1,48,1,0,0
50,283746.05,92458.79,577,24,0.203,2,60,1,1,0
55,154158.22,102173.52,559,27,0.337,0,48,0,1,0
23,199421.17,197950.12,828,0,0.762,1,36,0,1,0
21,94464.84,21724.72,579,0,0.127,0,36,0,0,0
58,159534.2,58028.18,757,33,0.203,1,60,0,0,0
41,207344.8,118787.96,670,11,0.221,3,36,1,1,0
41,66882.23,78532.69,624,19,0.95,4,60,0,0,1
39,101367.03,10000.0,656,13,0.065,1,36,0,0,0
38,50000.0,24289.5,549,9,0.19,0,48,0,0,1
48,100684.8,56951.01,659,19,0.453,4,60,0,0,1
44,75568.61,88764.96,568,18,0.95,4,36,0,0,1
27,98913.85,120507.52,626,6,0.763,4,24,0,0,1
46,406622.09,288556.02,739,25,0.665,0,12,1,1,0
47,236336.42,154398.39,682,21,0.317,1,48,1,1,0
25,57082.26,54253.6,534,0,0.814,4,48,0,1,1
36,140095.87,52347.6,732,15,0.321,0,24,1,0,0
52,156297.89,125629.13,659,21,0.533,2,60,0,1,1
45,93708.7,85786.17,614,16,0.617,4,60,1,1,1
26,118212.42,115049.59,723,5,0.406,2,60,1,0,0
22,123524.15,127651.48,646,0,0.444,0,36,0,0,0
44,59517.45,40727.22,561,21,0.413,0,60,0,1,1
39,68589.98,77380.85,817,7,0.95,2,60,0,0,0
59,117893.1,50009.32,659,32,0.203,0,12,0,0,0
41,114088.66,49610.19,653,17,0.276,3,60,1,1,0
58,79312.16,50269.03,626,34,0.246,2,36,0,0,0
29,76307.82,10000.0,760,2,0.069,1,60,1,1,0
38,104778.02,134698.05,615,17,0.737,3,48,0,0,1
26,162554.39,73608.65,529,2,0.42,1,48,0,1,1
43,105406.69,10000.0,602,21,0.05,5,24,1,0,0
28,226438.55,214578.3,773,0,0.389,0,12,1,1,0
40,79768.24,64797.13,731,11,0.311,2,24,0,1,0
34,119002.46,141434.83,638,8,0.788,0,48,0,0,1
28,93019.74,75513.71,777,6,0.537,1,60,0,1,0
24,142142.08,25823.31,724,0,0.085,0,12,0,1,0
41,76748.22,51351.93,637,10,0.334,2,24,0,1,0
58,259712.1,177242.71,646,35,0.369,1,48,0,1,0
28,50981.82,36373.39,688,6,0.254,0,24,0,1,0
37,236089.47,159849.11,589,15,0.569,3,24,0,1,1
29,113606.36,95991.94,660,0,0.688,1,12,0,0,0
53,139887.12,129896.32,686,31,0.503,0,48,0,1,0
37,198895.77,51235.74,517,10,0.179,0,36,0,1,0
59,160483.7,36553.17,644,27,0.125,0,60,1,1,0
30,78549.78,106985.69,634,2,0.499,0,24,1,0,0
24,142920.0,32747.87,747,0,0.161,1,24,1,0,0
44,252802.36,109958.69,503,21,0.341,1,48,1,1,0
47,73183.02,87632.99,628,26,0.659,2,60,0,1,1
60,283025.66,138277.39,619,38,0.242,1,36,1,1,0
55,129776.12,126516.55,742,23,0.496,2,60,0,0,0
56,89773.71,10000.0,656,34,0.062,2,48,1,1,0
46,72985.77,102375.91,813,25,0.884,2,60,1,1,0
35,98668.48,44896.11,716,5,0.365,0,36,0,0,0
38,50000.0,59534.35,625,12,0.559,2,12,0,1,1
26,90503.15,85430.92,680,1,0.73,1,12,1,0,1
38,96924.03,130946.21,630,9,0.95,3,48,0,0,1
35,67272.97,52517.64,733,8,0.358,1,60,0,1,0
22,152745.79,71264.31,547,0,0.305,2,36,1,0,1
29,98869.41,41512.49,590,3,0.238,1,12,1,0,0
42,81952.28,33430.53,699,13,0.29,1,12,0,1,0
35,94239.97,105184.4,764,4,0.95,5,36,0,1,0
60,128001.64,110778.21,473,34,0.763,5,60,0,0,1
40,112752.4,105334.21,777,16,0.575,1,36,0,1,0
59,79583.43,103391.65,648,27,0.95,1,48,0,0,1
47,115444.37,85816.53,500,24,0.488,2,36,0,0,1
22,106638.07,49756.22,405,1,0.379,2,60,1,0,1
29,65332.25,31822.56,530,2,0.429,2,60,0,0,1
49,95814.84,31993.62,658,17,0.259,3,24,1,0,0
42,141591.61,139334.56,654,20,0.38,1,48,1,1,1
33,141133.6,132851.29,714,2,0.468,1,60,0,1,0
41,98372.45,49684.66,613,11,0.415,4,60,0,1,1
57,147937.88,118753.98,566,25,0.29,3,36,0,1,0
36,70194.13,44350.37,625,10,0.417,0,24,1,0,0
22,71179.17,112258.65,663,0,0.95,3,36,0,0,0
33,97434.46,154744.4,680,6,0.95,1,48,0,1,1
58,214037.13,29471.5,593,36,0.115,0,24,0,1,0
51,117414.21,103221.21,737,20,0.346,3,60,1,1,0
54,96383.03,87835.91,607,26,0.691,1,24,0,1,0
57,218570.11,207718.16,586,31,0.783,1,60,1,0,0
25,95882.4,10000.0,614,0,0.05,3,36,0,0,0
32,298232.89,186439.25,751,3,0.401,1,12,1,1,0
23,86675.16,79213.72,649,0,0.676,5,36,1,1,1
21,69197.64,67855.24,601,0,0.545,1,48,0,0,1
54,101228.65,69734.8,739,22,0.394,0,60,0,1,0
58,97529.69,70478.99,842,26,0.298,0,36,0,1,0
27,75850.99,59676.24,678,0,0.641,0,12,0,0,0
49,351824.71,237233.57,765,20,0.332,0,60,1,1,0
42,125917.47,49872.89,748,18,0.242,0,36,0,0,0
23,134445.25,133885.0,609,2,0.657,2,24,1,1,1
57,88623.68,64955.94,662,32,0.295,2,60,1,0,0
55,84124.13,105471.03,551,24,0.763,3,24,1,1,1
43,173078.63,30421.47,643,21,0.078,3,12,1,0,0
49,51321.82,83651.72,607,22,0.798,1,36,0,0,0
36,65232.36,62348.45,626,13,0.539,1,48,1,0,1
52,97607.65,57338.37,596,26,0.378,2,36,0,1,0
38,200380.09,73256.22,636,16,0.223,0,60,1,1,0
60,92177.13,131955.44,705,31,0.563,3,24,1,0,0
23,131566.57,61813.11,650,0,0.263,3,60,1,1,0
27,110467.64,36332.5,502,0,0.123,3,12,1,0,1
59,195500.12,154401.11,597,30,0.395,0,12,1,1,0
32,53469.93,29408.5,531,9,0.221,2,24,0,0,1
33,151931.26,151331.17,681,6,0.449,2,12,0,1,1
52,99757.3,69591.93,703,30,0.454,4,36,0,1,1
28,165412.54,63064.94,682,3,0.346,1,60,1,0,0
41,75457.36,84784.04,593,14,0.525,3,60,1,0,1
32,110301.95,104525.61,681,3,0.747,5,48,0,1,1
28,104179.64,107592.9,620,6,0.389,1,12,0,0,1
59,69487.63,48759.21,563,29,0.387,3,60,1,0,1
28,61317.11,86629.42,723,2,0.835,2,36,1,0,1
24,84020.4,54508.3,730,0,0.269,3,48,0,1,0
47,115666.81,91991.34,741,20,0.582,2,48,1,0,0
55,77605.18,53871.98,608,28,0.304,2,24,0,0,0
26,94039.19,82742.4,760,0,0.731,0,36,0,1,0
49,50000.0,98989.1,618,19,0.95,7,60,0,0,1
42,92337.68,40123.3,716,20,0.345,2,24,0,1,0
54,172925.13,47852.17,617,27,0.124,2,48,0,0,1
26,149841.17,61396.86,641,5,0.221,0,60,1,1,0
60,104912.83,104761.51,454,34,0.772,4,36,0,1,1
45,121740.1,103220.79,634,15,0.527,2,36,0,1,0
54,75153.11,89577.69,668,23,0.869,1,36,0,0,0
35,226612.64,168353.22,625,11,0.444,3,48,0,1,0
58,276645.76,194348.59,809,33,0.529,2,36,0,1,0
46,117497.3,82640.64,561,19,0.517,2,36,1,1,1
26,350042.07,193338.49,612,1,0.293,0,24,1,1,1
57,80331.57,56671.48,583,34,0.62,3,60,0,1,1
52,62131.87,48972.93,612,28,0.622,3,60,0,0,1
33,79274.3,50939.53,748,8,0.251,0,36,0,1,0
42,98837.2,83342.97,786,15,0.314,0,60,0,1,0
36,308794.09,181824.88,600,4,0.459,1,48,1,1,1
42,96132.08,58484.04,599,15,0.444,3,60,0,1,1
59,74098.82,112302.67,562,34,0.95,2,24,0,0,1
56,72816.18,10000.0,771,28,0.104,2,24,1,0,0
29,182227.27,183683.93,755,0,0.479,1,60,0,1,0
59,170891.78,178654.99,651,33,0.392,0,36,0,1,0
38,87687.52,77074.22,541,12,0.588,2,36,0,0,0
49,50000.0,47656.14,549,26,0.617,2,48,0,1,1
51,65652.63,37245.85,675,20,0.518,1,48,0,1,0
40,236702.59,143536.92,707,9,0.47,0,36,1,1,0
39,148741.26,109576.49,484,16,0.656,7,36,0,1,1
39,112359.36,64561.98,633,14,0.462,1,36,0,1,0
55,252957.03,123786.6,798,31,0.365,2,24,0,1,0
36,263352.0,124022.96,642,4,0.324,2,24,0,1,0
32,107347.57,88705.09,787,11,0.577,1,36,0,1,0
35,108238.53,101185.8,715,12,0.612,2,48,0,0,0
28,83958.59,87233.54,568,4,0.887,4,36,0,1,1
36,95983.21,66551.53,635,9,0.34,1,36,0,1,0
25,55890.73,45485.46,649,2,0.732,0,48,0,1,1
24,55788.67,34342.36,579,0,0.422,1,24,0,1,1
49,50251.89,17593.18,578,20,0.214,4,36,1,0,1
24,177717.71,23975.58,788,0,0.064,1,24,1,1,0
43,54034.01,37582.78,577,21,0.359,1,48,0,0,1
52,262362.66,72014.6,752,30,0.192,0,12,1,1,0
49,78537.38,90227.56,623,27,0.507,2,36,0,0,1
38,238424.38,164547.17,658,7,0.243,2,36,1,1,0
28,92570.48,15394.17,708,0,0.084,1,60,0,0,0
58,53917.8,54152.2,609,31,0.535,2,48,0,0,0
54,194405.31,136294.97,708,24,0.641,0,60,1,1,1
45,205015.23,84162.86,486,17,0.287,0,48,0,1,0
24,72567.83,59000.89,697,1,0.483,3,36,0,0,0
22,93972.41,74393.43,450,0,0.744,1,24,0,0,1
33,72576.16,59582.33,641,4,0.468,2,12,1,0,0
27,103338.26,27172.35,733,6,0.243,0,24,1,1,0
55,114522.1,77196.57,713,27,0.617,2,24,0,0,0
29,93141.73,45242.19,550,3,0.371,1,36,0,0,1
32,50000.0,80550.71,561,11,0.95,1,48,0,1,1
60,84002.71,53226.85,601,36,0.534,1,48,1,1,0
53,149729.18,117942.13,676,27,0.429,1,24,0,1,0
29,99309.37,54112.43,487,4,0.311,3,36,0,0,1
36,94150.68,63210.85,659,12,0.318,0,24,1,1,0
41,71764.88,39877.08,686,13,0.28,1,36,0,0,0
47,82907.17,50319.45,636,22,0.262,1,36,0,1,0
58,205669.68,152417.52,705,32,0.638,1,24,1,1,0
55,65323.05,70177.37,679,25,0.377,1,24,0,0,0
60,150899.66,53006.22,614,38,0.212,0,60,0,1,0
22,111432.56,10000.0,495,0,0.051,2,36,0,0,0
30,121803.55,84082.24,671,9,0.402,3,36,1,0,0
43,78467.49,109538.79,579,11,0.95,6,12,1,0,1
22,93125.21,34063.55,611,0,0.308,2,24,1,1,1
35,108817.33,113727.37,701,5,0.782,0,36,1,1,0
27,86309.92,75673.1,780,4,0.669,0,60,0,1,0
58,126645.16,12716.83,657,34,0.084,0,24,0,0,0
23,134033.84,129975.82,707,0,0.563,4,24,1,1,0
26,290023.72,151165.48,537,0,0.323,3,60,1,1,1
28,123646.94,96197.23,681,5,0.387,2,36,0,1,0
26,50000.0,34927.61,655,3,0.344,1,24,0,1,0
43,184122.87,121461.77,764,12,0.601,1,48,0,1,0
35,99534.36,98909.99,614,11,0.801,3,36,0,0,1
57,269781.17,123667.88,639,34,0.285,1,60,1,1,0
31,211486.41,178747.67,750,2,0.316,0,12,1,1,0
42,86910.11,111058.91,652,20,0.95,3,48,1,0,1
47,150972.99,118169.62,566,16,0.719,3,24,0,0,1
46,83509.88,63317.49,850,15,0.687,1,48,0,0,0
52,109229.98,43471.09,568,21,0.31,2,60,1,0,1
29,147885.44,87240.12,655,5,0.436,1,60,1,1,0
41,180024.84,101440.55,689,19,0.238,0,60,1,1,0
53,163218.1,82395.88,683,27,0.203,1,48,1,1,0
55,112842.16,70906.26,644,30,0.32,1,24,1,1,0
45,333547.56,83336.71,644,13,0.172,3,12,1,0,1
47,92571.89,85348.58,640,19,0.828,0,36,1,0,0
55,52931.81,33775.6,565,23,0.557,1,36,1,0,1
45,57721.52,72891.68,843,15,0.674,0,24,1,1,0
58,211780.04,125331.76,641,29,0.337,0,48,1,1,0
26,105398.76,81445.23,711,4,0.414,2,48,0,0,0
34,117192.82,59096.53,632,13,0.337,2,60,0,1,0
25,85465.17,20719.92,630,4,0.203,0,36,0,0,0
24,88990.41,105120.13,621,0,0.95,1,48,0,0,1
39,76558.23,62144.23,528,16,0.716,0,48,0,0,0
30,134863.42,104623.6,646,0,0.514,3,60,0,0,1
37,104420.26,97592.25,625,15,0.696,1,48,0,0,0
38,132687.55,68069.49,760,6,0.473,0,24,0,1,0
45,127102.26,43327.15,558,16,0.257,0,12,0,1,0
58,90071.09,122288.55,611,36,0.611,2,60,0,0,0
54,56589.07,74830.79,584,33,0.722,2,48,0,0,1
36,54414.73,51091.51,783,11,0.371,2,48,0,0,0
34,425914.21,354900.04,586,9,0.347,0,48,1,1,0
51,212177.41,159115.03,708,27,0.484,4,48,1,1,0
25,199402.8,65330.59,742,0,0.26,1,48,1,1,0
42,80533.37,37822.83,648,20,0.218,1,60,1,1,0
37,109565.67,110712.53,543,15,0.548,6,60,0,1,0
28,75590.56,51141.49,544,0,0.373,4,36,0,0,1
45,60449.47,38141.83,733,13,0.539,1,12,1,0,0
33,83704.83,86092.72,553,9,0.474,0,12,0,1,1
28,198150.72,106513.65,693,0,0.199,1,36,1,1,0
47,159266.7,65900.47,670,22,0.3,0,60,1,1,0
27,70507.78,40665.05,692,2,0.384,2,60,1,1,0
47,94687.07,10000.0,700,25,0.05,1,36,0,1,0
27,152833.66,84747.12,581,1,0.448,0,24,0,1,1
38,84378.08,67300.93,577,12,0.482,3,36,0,0,1
53,113075.82,147294.53,721,25,0.884,3,60,1,0,0
30,130722.41,80437.02,607,8,0.463,1,48,1,1,1
51,130081.8,59132.4,426,28,0.173,1,24,0,1,1
49,122316.28,66342.28,715,23,0.246,0,36,0,1,0
57,81294.71,116465.99,572,36,0.9,3,36,1,0,1
27,85140.78,75044.9,700,5,0.399,2,36,0,1,0
49,65503.42,56858.56,778,21,0.365,0,60,1,1,0
58,54035.61,57810.5,661,26,0.583,3,60,0,1,0
51,103607.3,80177.51,745,24,0.469,0,12,0,0,0
28,157521.44,73543.81,673,6,0.401,0,24,0,0,0
53,58622.44,10000.0,795,21,0.121,1,36,0,0,0
25,123357.01,95666.75,570,0,0.704,1,24,0,0,1
44,155295.35,108277.42,659,15,0.435,0,36,0,1,0
40,50000.0,59040.26,717,17,0.748,1,12,0,0,0
42,96590.77,163392.52,644,15,0.908,1,12,0,1,1
41,228843.72,156547.24,758,20,0.273,0,60,0,0,0
22,139856.68,76029.91,623,0,0.246,3,12,0,1,1
41,50000.0,43920.72,836,18,0.343,1,60,0,0,0
58,146715.81,107998.74,840,27,0.568,3,24,1,1,0
38,77926.27,69075.98,684,17,0.496,4,24,0,1,0
32,148908.62,102826.32,707,4,0.255,0,12,1,1,0
60,79974.51,21399.03,761,38,0.214,1,12,1,0,0
24,106525.04,46677.8,559,0,0.22,2,36,0,1,1
40,85656.96,42674.49,548,14,0.441,1,60,0,1,0
41,109252.93,44305.53,767,9,0.342,4,60,1,0,0
40,84518.35,96100.49,683,12,0.605,1,12,1,1,0
57,98657.33,60623.8,641,32,0.302,1,12,1,1,0
37,64278.32,78258.74,661,15,0.95,2,24,0,0,1
59,136052.6,127890.62,457,31,0.791,6,48,1,1,1
23,118051.75,103226.14,644,0,0.792,3,24,0,1,1
50,52710.0,28845.85,596,29,0.197,2,24,0,0,1
44,170554.9,102253.99,738,17,0.425,2,60,1,1,0
30,100777.5,86033.78,745,7,0.435,1,60,1,0,1
30,117335.55,65235.37,709,7,0.32,0,48,0,0,0
49,153899.14,97023.71,694,28,0.255,0,24,1,1,0
46,126463.5,69609.88,533,21,0.44,1,36,1,1,0
45,184303.92,151810.72,710,22,0.548,2,24,1,0,0
23,95608.5,92246.39,713,2,0.796,3,48,0,1,1
44,173770.93,158345.96,766,18,0.383,0,48,0,1,0
60,115302.69,59840.47,840,37,0.492,3,24,0,0,0
21,137095.77,115297.29,516,0,0.47,3,60,1,1,1
39,130827.26,110025.74,627,13,0.774,1,36,0,1,0
40,190675.56,88783.88,597,19,0.352,1,48,1,1,0
56,150939.68,159146.75,675,24,0.438,3,12,0,0,0
32,89381.99,79277.6,661,6,0.727,2,36,0,0,1
40,81750.71,54851.09,640,8,0.461,1,12,1,0,0
49,106682.31,27233.86,747,18,0.118,3,48,0,1,0
23,77493.89,34308.71,566,0,0.205,1,12,0,0,1
53,67949.05,49522.16,572,26,0.672,7,24,0,1,1
53,50000.0,26210.34,573,27,0.498,4,48,1,0,1
49,54330.0,60534.34,629,20,0.775,0,48,0,1,1
46,266580.85,149935.48,556,25,0.26,2,48,0,1,1
50,81192.23,90807.85,656,19,0.62,2,48,0,0,1
52,256929.53,68073.7,646,28,0.126,2,48,0,1,0
57,130799.33,55285.66,593,36,0.302,0,48,1,0,0
38,106682.12,116072.86,734,15,0.642,2,36,1,0,1
39,55532.72,10000.0,655,16,0.104,2,12,0,0,0
46,109327.26,92285.32,750,25,0.701,4,36,1,1,0
28,255629.06,126408.36,643,0,0.459,2,12,1,1,0
55,219901.84,47108.15,658,33,0.1,0,36,0,1,0
51,123427.27,116833.08,612,20,0.567,1,36,1,0,1
46,65062.21,33462.46,659,20,0.346,0,24,0,0,0
33,70917.72,63736.7,721,4,0.447,1,48,1,1,0
34,74334.74,61351.03,625,9,0.488,0,48,1,1,0
38,193913.94,166717.52,704,16,0.33,0,36,0,1,0
47,227356.42,90113.03,591,24,0.149,2,60,1,0,0
52,119151.58,97496.25,725,24,0.672,5,24,1,1,0
47,95188.44,90516.93,611,18,0.526,4,24,0,0,0
58,219020.31,127169.56,732,34,0.45,3,24,0,1,0
59,70237.8,10000.0,665,34,0.057,2,36,0,0,0
49,111671.91,74208.28,789,17,0.5,1,24,0,1,0
35,134367.61,64996.78,562,4,0.359,1,60,0,0,0
44,73994.03,53338.0,535,19,0.608,5,24,1,1,0
38,81947.87,90720.12,608,15,0.523,2,36,0,1,0
46,79127.68,33719.6,542,22,0.29,2,36,1,0,0
53,206390.87,114520.8,542,26,0.494,0,24,0,1,0
35,258193.68,151786.01,713,8,0.283,0,48,1,1,0
41,114881.52,69622.22,660,18,0.258,4,48,1,1,0
22,96693.52,107525.5,619,1,0.619,2,48,1,1,1
50,83288.98,62220.08,627,24,0.694,2,36,0,0,1
40,109183.57,35568.14,609,10,0.145,0,36,0,0,0
39,85169.63,47270.65,800,17,0.234,1,36,0,0,0
42,104436.7,101687.41,597,17,0.924,2,48,0,0,0
29,131393.87,48866.34,548,7,0.218,2,36,0,1,1
44,90908.54,112411.35,728,21,0.544,2,36,0,0,1
50,100176.15,139889.36,642,22,0.95,5,24,0,0,0
34,100362.66,71017.57,833,10,0.254,3,48,1,1,0
26,94570.08,101224.61,615,2,0.648,1,12,0,1,0
36,89442.25,78841.49,732,4,0.328,0,60,1,1,0
28,153735.44,60364.78,752,5,0.271,0,24,1,1,0
35,50000.0,40584.91,616,12,0.588,3,36,0,1,1
46,221554.95,148386.06,597,14,0.236,1,24,1,1,0
25,115958.57,67964.3,723,0,0.385,3,24,0,1,0
50,143559.94,109304.17,709,29,0.698,0,24,1,0,0
29,151188.85,162465.23,540,3,0.633,2,48,1,0,1
56,79330.14,92303.74,564,29,0.95,3,24,1,1,1
50,72297.05,62438.71,444,26,0.802,2,24,0,1,1
31,68560.98,54458.12,711,4,0.393,1,12,0,0,0
43,97618.22,100238.1,638,15,0.715,2,24,0,0,1
25,149438.78,93783.45,646,1,0.532,1,60,1,1,0
24,83893.81,55687.16,516,0,0.515,2,36,1,0,1
59,143425.25,184701.23,567,33,0.95,2,48,0,1,1
53,50000.0,60037.59,619,21,0.608,4,36,0,0,0
27,91719.91,30586.72,603,5,0.3,3,36,0,1,0
32,184464.41,164702.71,670,8,0.439,3,60,1,1,1
28,101018.9,95888.43,710,0,0.699,0,12,0,1,0
36,75123.25,34381.4,850,5,0.403,1,60,0,1,0
32,81179.7,44851.87,658,9,0.313,0,36,0,0,0
34,50000.0,67773.19,755,2,0.923,0,36,0,0,0
42,69195.36,56745.44,589,19,0.627,4,60,1,1,0
28,175563.95,54770.03,518,3,0.283,0,24,1,1,0
56,83937.58,80901.18,630,32,0.596,2,60,0,0,1
50,88517.45,75372.73,524,24,0.606,5,60,1,1,1
51,50000.0,36532.45,661,20,0.318,3,24,0,0,1
27,52371.77,58728.6,594,0,0.436,2,36,0,0,0
49,186376.13,89247.45,494,19,0.174,1,48,1,0,0
54,144030.78,41095.64,808,30,0.181,1,24,1,1,0
28,60849.11,67957.42,614,0,0.757,4,48,0,0,1
51,82145.1,83102.38,521,25,0.406,1,24,1,0,1
